fecha,yyyymm,ndvi,evi,rendimiento,Precipitacion,TempMax,TempMin,HumedadRelativa
2015-05-01,2015-05,0.6879055849596905,0.4052123536924397,0.0492663367670239,129.5,24.37,12.2975,85.30916666666667
2015-06-01,2015-06,0.6924033420235984,0.4266724734761465,0.05243798934859197,123.125,23.293333333333333,11.409999999999998,84.07083333333334
2015-07-01,2015-07,0.6838827789611677,0.427072275815325,0.061868369691121,93.825,23.581666666666667,10.011666666666663,82.83749999999999
2015-08-01,2015-08,0.6632066619377246,0.4363548207946209,0.05345291817469374,88.375,24.436666666666667,11.765,81.8125
2015-09-01,2015-09,0.6674852976502177,0.4102305328793845,0.04474144575065347,88.25,24.5225,10.878333333333332,80.28833333333334
2015-10-01,2015-10,0.6709815240797042,0.4401955432935185,0.05785094308780147,137.07500000000002,24.83333333333333,12.340833333333334,83.20333333333333
2015-11-01,2015-11,0.7006468065700875,0.3933337406725921,0.05590566283777305,200.65,23.27083333333333,11.696666666666667,87.21583333333332
2015-12-01,2015-12,0.7010765231612646,0.3955385207055374,0.06148777138133284,45.5,24.5,10.4525,81.42833333333333
2016-01-01,2016-01,0.6645048483792335,0.3772041593260062,0.07867205475142934,60.93333333333334,26.6575,11.45,75.57833333333333
2016-02-01,2016-02,0.60167169784773,0.3622321078519142,0.07590191197849169,49.06666666666666,27.36833333333333,12.611666666666666,73.69166666666666
2016-03-01,2016-03,0.6163495562092876,0.3222492134665527,0.06537536944132862,188.5666666666667,28.25333333333333,13.646666666666668,76.92916666666666
2016-04-01,2016-04,0.6727768113682634,0.3841815356336669,0.0722314728043493,199.76666666666665,25.6675,13.285833333333334,84.74166666666666
2016-05-01,2016-05,0.7154222646376993,0.417607336760687,0.08054190112316226,194.3,23.865,12.805,86.31166666666667
2016-06-01,2016-06,0.7119128781458924,0.4461643985646101,0.08019563327654507,181.6,23.636666666666667,11.385833333333332,84.34750000000001
2016-07-01,2016-07,0.7187875640131043,0.435366049388721,0.07631743339443235,178.025,22.53916666666667,11.2175,84.1225
2016-08-01,2016-08,0.6982749108076327,0.4588518737347964,0.08234249392557173,155.65,23.39,11.190833333333332,82.99666666666667
2016-09-01,2016-09,0.6867367097819636,0.4434444107548548,0.07160819068043833,221.675,23.895,11.144166666666663,83.85166666666667
2016-10-01,2016-10,0.6949986449012284,0.4411350290798139,0.09660872920620066,202.575,23.31833333333333,12.160000000000002,86.15249999999999
2016-11-01,2016-11,0.7252870281386659,0.4171446417583249,0.1144761500916485,212.0,22.926666666666662,11.395,88.75416666666666
2016-12-01,2016-12,0.7218916662395346,0.4287114885608278,0.0913454579376191,168.5,22.6675,10.945833333333333,87.5075
2017-01-01,2017-01,0.7203214257244951,0.4278589525536866,0.09525275360561822,74.875,23.291666666666668,10.224166666666669,85.0975
2017-02-01,2017-02,0.6865271501913023,0.4028682360187897,0.09659749836240342,89.15,24.96083333333333,11.4425,79.66
2017-03-01,2017-03,0.6902439562355792,0.3859850841257644,0.07620220288449459,263.225,24.11583333333333,12.1875,85.09416666666667
2017-04-01,2017-04,0.6860947097895178,0.4413587475218621,0.06230650706438085,221.5,24.35,11.635,84.84833333333333
2017-05-01,2017-05,0.703315138145625,0.4228728778173591,0.06731194588130354,242.85,23.074166666666667,12.314166666666669,88.00166666666667
2017-06-01,2017-06,0.7164815977060542,0.4344937852800265,0.07836873610375962,238.475,22.5025,11.1125,87.36500000000001
2017-07-01,2017-07,0.7222792359852859,0.419422640431871,0.1025741417258932,145.95,22.08083333333333,11.306666666666668,86.59666666666668
2017-08-01,2017-08,0.7051049504974296,0.4486366667776151,0.09667220640444703,199.65,23.138333333333332,11.1325,84.6675
2017-09-01,2017-09,0.69396937228336,0.4474170313765668,0.09174147562956798,166.325,23.364166666666662,11.544166666666667,85.5025
2017-10-01,2017-10,0.6959810951232828,0.4798620621444645,0.08016172911280656,142.6,23.27916666666667,11.959166666666668,86.58666666666666
2017-11-01,2017-11,0.7063149841964469,0.4321044152760772,0.09741928682488327,223.0,22.41,12.444166666666666,89.70583333333333
2017-12-01,2017-12,0.7207515554497976,0.3890443843304422,0.1157974651676143,87.175,23.189166666666665,9.220833333333331,85.46333333333332
2018-01-01,2018-01,0.6916474941038956,0.4002649646138237,0.08109255589825523,129.1,23.6525,10.630833333333332,84.96666666666667
2018-02-01,2018-02,0.6576537301411877,0.3744381481379981,0.0869002455779711,32.7,24.54833333333333,10.881666666666668,78.76
2018-03-01,2018-03,0.6410100444395879,0.3716387990866829,0.07435276787488122,129.4333333333333,25.160833333333333,11.819166666666666,81.61
2018-04-01,2018-04,0.704509508371359,0.4616955380925203,0.06266568864286036,232.875,22.47666666666667,12.100833333333334,87.97500000000001
2018-05-01,2018-05,0.7319885810307344,0.4428323562125668,0.08517944863583306,279.2,22.1225,12.514166666666668,89.0625
2018-06-01,2018-06,0.7182737508652305,0.4491191356928588,0.07793776150433548,192.525,21.808333333333334,10.613333333333332,87.08083333333333
2018-07-01,2018-07,0.7114696469827904,0.4426446580316941,0.07535656609112842,203.775,21.9475,11.074166666666663,86.5125
2018-08-01,2018-08,0.6873326950576523,0.4495486072921016,0.09019843971706903,157.6,22.519166666666667,9.879166666666666,83.9875
2018-09-01,2018-09,0.7011864945023196,0.4437424097533837,0.07528486621853933,220.15,23.02833333333333,10.9075,84.35583333333334
2018-10-01,2018-10,0.7134707957497278,0.3884435979133165,0.07786606163174639,228.075,23.139166666666668,12.088333333333331,87.66333333333334
2018-11-01,2018-11,0.7122729190267423,0.4224443935395838,0.09320983436581061,184.025,23.13083333333333,12.159166666666666,88.88666666666666
2018-12-01,2018-12,0.7150268509731579,0.4136991313035603,0.09199093653179616,62.85,23.05333333333333,9.940833333333332,82.97
2019-01-01,2019-01,0.6600227186452874,0.397313018601465,0.07812986803860517,85.925,24.67083333333333,10.686666666666667,80.76416666666667
2019-02-01,2019-02,0.6403573353127412,0.3650571685766686,0.06667564355763682,113.73333333333336,25.67833333333333,11.673333333333332,77.87916666666666
2019-03-01,2019-03,0.6338666887902658,0.3676634297832333,0.05510084829265828,186.675,24.98583333333333,13.39,83.26166666666667
2019-04-01,2019-04,0.6699277903659545,0.4286844699759871,0.06215423915725457,195.975,24.08833333333333,13.114166666666668,86.40833333333335
2019-05-01,2019-05,0.7424583496703313,0.4558871700906367,0.0672182120856827,262.6,23.651666666666667,12.835833333333332,87.51166666666667
2019-06-01,2019-06,0.7195578788033417,0.4463314014060299,0.07300560971817195,209.55,22.436666666666667,11.4875,87.46749999999999
2019-07-01,2019-07,0.7132741119443118,0.428288717410421,0.07939586127071219,168.275,22.396666666666665,11.203333333333331,85.17916666666666
2019-08-01,2019-08,0.6881816757959789,0.4542978761827866,0.06745935365370308,149.77499999999998,22.786666666666665,11.1125,84.15416666666667
2019-09-01,2019-09,0.6905273665221141,0.4552660944619029,0.06559050650154508,139.775,23.7825,11.323333333333332,82.615
2019-10-01,2019-10,0.7022601754945161,0.4359971710087261,0.08253070165497722,206.925,22.97083333333333,11.58,86.30666666666667
2019-11-01,2019-11,0.7152239864370554,0.4358362066948449,0.09078980035967546,168.875,22.85083333333333,12.406666666666666,89.47333333333334
2019-12-01,2019-12,0.7134578221489276,0.4247810139972023,0.1012794585685623,42.1,23.3075,12.546666666666669,87.26833333333333
